source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2010-0191,4a0b683951ca8d9e,2009-0153,2009-0153,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2009-0153 dated 14 July 2009 | This AD supersedes EASA AD 2009-0153 dated 14 July 2009 Flight Controls – Flight Control Primary Computer (FCPC) – ATA 27 PRIM 3 Dispatch Restriction / Modification Manufacturer(s): Airbus (formerly Airbus Industrie) Applicability: Airbus A330 aeroplanes, models -201, -202, -203, -223, -223F, -243, -243F, -301, -302, -303, -321, -322, -323, -341, -342 and -343, all manufacturer serial numbers on which Airbus modification 49144 (install electrical rudder) has been embodied in production, except those on which Airbu | This AD, which supersedes EASA AD 2009-0153 retaining its requirements, requires the installation of: - a new BCM on A330 and A340-300 series aeroplanes fitted with electrical rudder, and - an improved PFTU on A330 and A340-300 series aeroplanes fitted with an electrical rudder and A340-500/-600 series aeroplanes, which, once installed, eliminate the root cause of the unsafe condition and cancel the operational limitation",False
2010-0209,beb2038da2f58ea5,2005-6114,2005-6114,supersedes_candidate,"Supersedure: This AD supersedes DGAC France AD F-2005-139 dated 03 August 2005, approved under EASA reference No 2005-6114. | This AD supersedes DGAC France AD F-2005-139 dated 03 August 2005, approved under EASA reference No 2005-6114",False
2010-0218,1324a180ad40d3a8,2009-0213,2009-0213,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2009-0213 dated 08 October 2009. | This AD supersedes EASA AD 2009-0213 dated 08 October 2009,False
2010-0253,5fba9d214e30f4de,2009-0192,2009-0192,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2009-0192 dated 28 August 2009 and EASA AD 2010-0131 dated 28 June 2010 | This AD supersedes EASA AD 2009-0192 dated 28 August 2009 and EASA AD 2010-0131 dated 28 June 2010 Time Limits and Maintenance Checks – Safe Life ATA 05 Airworthiness Limitation Items – ALS Part 1 – Amendment Manufacturer(s): Airbus (formerly Airbus Industrie) Applicability: Airbus A330 aeroplanes, models -201, -202, -203, -223, -243, -301, -302, -303, -321, -322, -323, -341, -342 and -343, all manufacturer serial numbers | this AD supersedes EASA AD 2009-0192, and requires the implementation of the new or more restrictive maintenance requirements and/or airworthiness limitations as specified in Airbus A340 ALS Part 1 revision 05 | this new AD retains the requirements of EASA AD 2010-0131, which is superseded",False
2010-0253,5fba9d214e30f4de,2010-0131,2010-0131,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2009-0192 dated 28 August 2009 and EASA AD 2010-0131 dated 28 June 2010 | This AD supersedes EASA AD 2009-0192 dated 28 August 2009 and EASA AD 2010-0131 dated 28 June 2010 Time Limits and Maintenance Checks – Safe Life ATA 05 Airworthiness Limitation Items – ALS Part 1 – Amendment Manufacturer(s): Airbus (formerly Airbus Industrie) Applicability: Airbus A330 aeroplanes, models -201, -202, -203, -223, -243, -301, -302, -303, -321, -322, -323, -341, -342 and -343, all manufacturer serial numbers | this AD supersedes EASA AD 2009-0192, and requires the implementation of the new or more restrictive maintenance requirements and/or airworthiness limitations as specified in Airbus A340 ALS Part 1 revision 05 | this new AD retains the requirements of EASA AD 2010-0131, which is superseded",False
2010-0264,116e172deef80695,2010-0048,2010-0048,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2010-0048 dated 19 March 2010. | This AD supersedes EASA AD 2010-0048 dated 19 March 2010,False
2011-0005,a298c7818ec86a31,2007-0230,2007-0230,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0230 dated 15 August 2007. | This AD supersedes EASA AD 2007-0230 dated 15 August 2007 | this new AD retains the requirements of EASA AD 2007-0230, which is superseded",False
2011-0011,261aa28a143bc9b8,2007-0213,2007-0213,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0213 dated 07 August 2007. | This AD supersedes EASA AD 2007-0213 dated 07 August 2007 | this AD, which supersedes EASA AD 2007-0213: - retains the requirements of EASA AD 2007-0213 for aeroplanes on which the MLG Rib Bushes have not been modified/repaired in accordance with the instructions of Airbus SB A320-57-1118, or Airbus SRM 57-26-13, or the identified Airbus Repair Instructions, as applicable, and - requires, for all aeroplanes on which Airbus SB A320-57-1118 has been embodied in service, or on which Airbus SRM 57-26-13 or the identified Airbus Repair Instructions have been applied, a repetitive insp",False
2011-0028,3989b3911741916d,2005-6073,2005-6073,supersedes_candidate,"Supersedure: This AD supersedes DGAC France AD F-2005-126 dated 20 July 2005, approved under EASA reference No 2005-6073. | This AD supersedes DGAC France AD F-2005-126 dated 20 July 2005, approved under EASA reference No 2005-6073",False
2011-0029,224bd84400268135,2009-0081R1,2009-0081,supersedes_candidate,"Supersedure: This AD supersedes AD 2009-0081R1, dated 30 July 2010 | This AD supersedes AD 2009-0081R1, dated 30 July 2010 Wings – Main Landing Gear (MLG) Rib 5 Attachment Fitting ATA 57 Lower Flange – Inspection / Repair / Modification Manufacturer(s): Airbus (formerly Airbus Industrie)",False
2011-0036,f87f6b58e06bc3a5,2010-0167,2010-0167,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0167 dated 11 August 2010. | This AD supersedes EASA AD 2010-0167 dated 11 August 2010 | this new AD retains the requirement of EASA AD 2010-0167, which is superseded",False
2011-0077,94103e73b5f4b7e5,2006-0184,2006-0184,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2006-0184 dated 03 July 2006. | This AD supersedes EASA AD 2006-0184 dated 03 July 2006,False
2011-0138,dcfff8a118bff380,2009-0202R1,2009-0202,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2009-0202R1 dated 15 April 2010. | This AD retains the requirements of EASA AD 2009-0202R1, which is superseded | This AD supersedes EASA AD 2009-0202R1 dated 15 April 2010",False
2011-0139,a8fcee30412b99af,2010-0145,2010-0145,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0145 dated 14 July 2010. | This AD supersedes EASA AD 2010-0145 dated 14 July 2010 | this new AD supersedes AD 2010-0145, retaining its requirements, and is issued to: - extend the requirement to identify the P/N CAR401 check valves to all aeroplanes, and to - reduce the inspection threshold for aeroplanes fitted with check valve P/N CAR401, either installed in production through Airbus modification 54491, or installed in service through Airbus Service Bulletin (SB) A330-29-3101 or Airbus SB A340-29-4078",False
2011-0141,c5208bfe17072af2,2008-0093,2008-0093,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0093 dated 20 May 2008. | This AD retains the requirements of EASA AD 2008-0093, which is superseded | This AD supersedes EASA AD 2008-0093 dated 20 May 2008",False
2011-0142,2ccf37afa30beb24,2006-0280,2006-0280,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2006-0280 dated 12 September 2006. | This AD supersedes EASA AD 2006-0280 dated 12 September 2006,False
2011-0155R1,bcd79e32e2e0c2d3,2006-0203,2006-0203,supersedes_candidate,"This AD retains the requirement of EASA AD 2006-0203, which is superseded",False
2011-0163,7a5e629e23092030,2009-0094,2009-0094,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2009-0094 dated 21 April 2009, including the Correction dated 29 May 2009. | This AD supersedes EASA AD 2009-0094 dated 21 April 2009, including the Correction dated 29 May 2009 | this new AD, which supersedes EASA AD 2009-0094, requires repetitive DVI of the FR 40 forward fitting (without nut removal), accomplishment of a one time Eddy Current (EC) inspection or liquid penetrant inspection of this area (with nut removal) and, depending on findings, the accomplishment of associated corrective action",False
2011-0198,03d9a75188587585,2009-0155,2009-0155,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2009-0155 dated 17 July 2009. | This AD supersedes EASA AD 2009-0155 dated 17 July 2009 | this EASA AD retains the requirements of EASA AD 2009-0155, which is superseded",False
2011-0211,a88b332016d38079,2008-0223,2008-0223,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0223 dated 15 December 2008. | This AD supersedes EASA AD 2008-0223 dated 15 December 2008 | this AD, which supersedes EASA AD 2008-0223: - retains the initial inspection requirement of EASA AD 2008-0223 for A330, A340-200 and A340-300 aeroplanes",False
2011-0215,4450a4bcc7219c94,2011-0022,2011-0022,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0022 dated 9 February 2011. | This AD supersedes EASA AD 2011-0022 dated 9 February 2011 | this EASA AD, which supersedes EASA AD 2011-0022, requires inspecting the MFTF #3 and #4 bracket assemblies and fasteners in accordance with the instructions of Airbus SB A380-57-8030 and refers to Airbus SB A380-57-8028 as an optional terminating action to repetitive inspections required by this AD",False
2012-0008,512e3014309c99a9,2006-0162,2006-0162,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2006-0162 dated 08 June 2006. | This AD retains the requirements of EASA AD 2006-0162, which is superseded | This AD supersedes EASA AD 2006-0162 dated 08 June 2006",False
2012-0015,2c1a15eedf4dd8b1,2011-0141,2011-0141,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0141 dated 25 July 2011. | This AD supersedes EASA AD 2011-0141 dated 25 July 2011 | this AD retains the requirements of EASA AD 2011-0141, which is superseded",False
2012-0017,3477d2b92c89145e,2011-0248,2011-0248,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0248 dated 22 December 2011 | This AD supersedes EASA AD 2011-0248 dated 22 December 2011 Fuel – Feed Tank 1 and/or 4 Main and Standby Pump Fault Light ATA 28 Flickering – Operational Procedure / Replacement Manufacturer(s): Airbus Applicability: Airbus A380-841, A380-842, and A380-861 aeroplanes, all manufacturer serial numbers",False
2012-0020,95e14876103bbe38,2007-0008,2007-0008,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-518(B) dated 31 October 2001, F-2001-530(B) dated 14 November 2001, F-2001-545(B) R1 dated 16 October 2002, F-2002-552(B) dated 13 November 2002, and F-2003-140 R1 dated 17 March 2004. This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and | This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0020,95e14876103bbe38,2007-0309,2007-0309,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-518(B) dated 31 October 2001, F-2001-530(B) dated 14 November 2001, F-2001-545(B) R1 dated 16 October 2002, F-2002-552(B) dated 13 November 2002, and F-2003-140 R1 dated 17 March 2004. This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and | This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0020,95e14876103bbe38,2009-0138,2009-0138,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-518(B) dated 31 October 2001, F-2001-530(B) dated 14 November 2001, F-2001-545(B) R1 dated 16 October 2002, F-2002-552(B) dated 13 November 2002, and F-2003-140 R1 dated 17 March 2004. This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and | This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0020,95e14876103bbe38,2010-0205,2010-0205,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-518(B) dated 31 October 2001, F-2001-530(B) dated 14 November 2001, F-2001-545(B) R1 dated 16 October 2002, F-2002-552(B) dated 13 November 2002, and F-2003-140 R1 dated 17 March 2004. This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and | This AD also supersedes EASA ADs 2007-0008 dated 9 January 2007, 2007-0309 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0021,ad617639e4d53024,2006-0158,2006-0158,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-519(B) dated 31 October 2001, F-2001-529(B)R1 dated 17 September 2003, F- 2001-549(B)R1 dated 16 October 2002, F-2002-553(B) dated 13 November 2002 and F-2003-141(B)R1 dated 17 March 2004. This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December | This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0021,ad617639e4d53024,2007-0008,2007-0008,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-519(B) dated 31 October 2001, F-2001-529(B)R1 dated 17 September 2003, F- 2001-549(B)R1 dated 16 October 2002, F-2002-553(B) dated 13 November 2002 and F-2003-141(B)R1 dated 17 March 2004. This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December | This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0021,ad617639e4d53024,2007-0308,2007-0308,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-519(B) dated 31 October 2001, F-2001-529(B)R1 dated 17 September 2003, F- 2001-549(B)R1 dated 16 October 2002, F-2002-553(B) dated 13 November 2002 and F-2003-141(B)R1 dated 17 March 2004. This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December | This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
2012-0021,ad617639e4d53024,2009-0138,2009-0138,supersedes_candidate,"Supersedure: This AD supersedes DGAC France ADs F-2001-519(B) dated 31 October 2001, F-2001-529(B)R1 dated 17 September 2003, F- 2001-549(B)R1 dated 16 October 2002, F-2002-553(B) dated 13 November 2002 and F-2003-141(B)R1 dated 17 March 2004. This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December | This AD also supersedes EASA ADs 2006-0158 dated 07 June 2006, 2007-0008 dated 09 January 2007, 2007-0308 dated 18 December 2007, 2009-0138 dated 24 June 2009 and 2010-0205 dated 08 October 2010",False
